68.183.154.2"-"01/Feb/2019:00:01:25 +0100"GET / HTTP/1.0"200"48333"-"Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)
163.172.33.86"-"08/Feb/2019:02:27:51 +0100"GET /tags/split%20payment HTTP/1.1"200"6624"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:28:26 +0100"GET /tags/prawa%20autorskie HTTP/1.1"200"6625"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:29:03 +0100"GET /post/walka-z-fiskusem HTTP/1.1"200"6994"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:29:40 +0100"GET /tags/Doradca%20podatkowy HTTP/1.1"200"8859"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:30:18 +0100"GET /tags/Doradztwo%20podatkowe HTTP/1.1"200"7873"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:30:58 +0100"GET /post/dlaczego-akurat-boks HTTP/1.1"200"6510"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:31:38 +0100"GET /tags/interpretacja%20podatkowa HTTP/1.1"200"7322"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:32:18 +0100"GET /tags/handel%20podr%C3%B3bkami HTTP/1.1"200"6312"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:32:59 +0100"GET /post/zakonczenie-dzialalnosci-bloga HTTP/1.1"200"5912"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:33:41 +0100"GET /tags/bezpiecze%C5%84stwo%20podatkowe HTTP/1.1"200"8673"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:34:24 +0100"GET /tags/sprzeda%C5%BC%20podr%C3%B3bek HTTP/1.1"200"6318"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:35:06 +0100"GET /post/jak-rozpoznac-dobre-odwolanie HTTP/1.1"200"7744"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:35:51 +0100"GET /post/co-grozi-za-handel-podrobkami HTTP/1.1"200"9919"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:36:35 +0100"GET /post/kontrola-bez-zapowiedzi-juz-standard HTTP/1.1"200"7645"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:37:20 +0100"GET /tags/interpretacja%20indywidualna%20ochrona HTTP/1.1"200"7325"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
66.249.64.44"-"08/Feb/2019:02:37:54 +0100"GET /post/kiedy-czlonek-zarzadu-odpowie-za-zobowiazania-podatkowe-spolki-z-oo HTTP/1.1"200"7531"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.64.48"-"08/Feb/2019:02:37:57 +0100"GET /post/kiedy-czlonek-zarzadu-odpowie-za-zobowiazania-podatkowe-spolki-z-oo HTTP/1.1"200"7532"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
163.172.33.86"-"08/Feb/2019:02:38:05 +0100"GET /post/jak-przebiega-kontrola-celno-skarbowa HTTP/1.1"200"11277"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:38:48 +0100"GET /tags/sprzeda%C5%BC%20podr%C3%B3bek%20z%20chin HTTP/1.1"200"6317"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:39:30 +0100"GET /post/kiedy-powstaja-dochody-nieujawnione HTTP/1.1"200"7343"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:40:09 +0100"GET /post/zyczenia-z-okazji-swiat-wielkanocnych HTTP/1.1"200"5897"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:40:49 +0100"GET /post/wezwanie-telefoniczne-jest-nieprawidlowe HTTP/1.1"200"7941"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:41:28 +0100"GET /tags/prawa%20autorskie%20przych%C3%B3d%20podatek HTTP/1.1"200"6630"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:42:05 +0100"GET /tags/przychody%20z%20zysk%C3%B3w%20kapita%C5%82owych HTTP/1.1"200"6372"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:42:43 +0100"GET /tags/przychody%20z%20innych%20%C5%BAr%C3%B3de%C5%82 HTTP/1.1"200"6374"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:43:20 +0100"GET /post/ile-trwa-kontrola-podatkowa-przedsiebiorcy HTTP/1.1"200"8273"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:43:57 +0100"GET /tags/co%20grozi%20za%20handel%20podr%C3%B3bkami HTTP/1.1"200"6312"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:44:32 +0100"GET /tags/%C5%BAr%C3%B3d%C5%82a%20przychod%C3%B3w%20CIT HTTP/1.1"200"6372"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:45:07 +0100"GET /post/przegapienie-terminu-na-wniesienie-zarzutow HTTP/1.1"200"7423"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:45:42 +0100"GET /post/doradca-podatkowy-jako-zawod-zaufania-publicznego HTTP/1.1"200"7283"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:46:17 +0100"GET /tags/co%20grozi%20za%20sprzeda%C5%BC%20podr%C3%B3bek HTTP/1.1"200"6318"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:46:53 +0100"GET /post/split-payment-jak-odzyskac-srodki-z-rachunku-vat HTTP/1.1"200"7231"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:47:26 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7644"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:48:00 +0100"GET /tags/podatek%20dochodowy%20od%20os%C3%B3b%20prawnych HTTP/1.1"200"6378"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:48:33 +0100"GET /post/powolanie-sie-na-pozyczke-po-wszczeciu-postepowania HTTP/1.1"200"7118"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:49:07 +0100"GET /tags/wniosek%20o%20interpretacj%C4%99%20indywidualn%C4%85 HTTP/1.1"200"7324"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:49:37 +0100"GET /post/mozna-odzyskac-nadplacony-podatek-od-nieruchomosci HTTP/1.1"200"6701"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:50:10 +0100"GET /post/czy-urzad-moze-zadac-dokumentow-poza-zakresem-kontroli HTTP/1.1"200"7126"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:50:42 +0100"GET /tags/podzia%C5%82%20na%20%C5%BAr%C3%B3d%C5%82a%20przychod%C3%B3w HTTP/1.1"200"6371"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:51:14 +0100"GET /post/roznice-pomiedzy-kontrola-celno-skarbowa-kontrola-podatkowa HTTP/1.1"200"5967"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:51:47 +0100"GET /post/split-payment-czy-rachunek-vat-trzeba-zglosic-fiskusowi HTTP/1.1"200"7506"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:52:19 +0100"GET /tags/interpretacja%20indywidualna%20przepis%C3%B3w%20prawa%20podatkowego HTTP/1.1"200"7324"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:52:52 +0100"GET /post/kiedy-dane-statystyczne-zastapia-faktyczne-przychody-i-wydatki HTTP/1.1"200"7033"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:53:27 +0100"GET /post/skarge-mozna-wniesc-na-poszczegolne-czynnosci-egzekucyjne HTTP/1.1"200"6973"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:54:03 +0100"GET /post/nie-mozna-przeprowadzac-dowodow-w-czynnosciach-sprawdzajacych HTTP/1.1"200"7130"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:54:36 +0100"GET /post/wyrok-tk-niezgodne-z-prawem-opodatkowanie-budynku-jako-budowli HTTP/1.1"200"7132"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:55:10 +0100"GET /post/zobowiazanego-trzeba-zawiadomic-jednoczesnie-z-dokonaniem-zajecia HTTP/1.1"200"6807"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:55:43 +0100"GET /post/od-1-czerwca-skarga-na-interpretacje-indywidualna-bezposrednio-do-sadu HTTP/1.1"200"7235"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:56:16 +0100"GET /post/kontrola-celno-skarbowa-kontrola-skarbowa-co-sie-zmienilo-po-wejsciu-kas HTTP/1.1"200"6038"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:56:50 +0100"GET /post/kiedy-czlonek-zarzadu-odpowie-za-zobowiazania-podatkowe-spolki-z-oo HTTP/1.1"200"7531"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:57:27 +0100"GET /post/kiedy-pozyczka-lub-darowizna-moga-zostac-opodatkowane-sankcyjna-20-stawka HTTP/1.1"200"7390"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:58:06 +0100"GET /post/interpretacja-indywidualna-prawa-podatkowego-jak-dziala-i-dlaczego-warto-ja-uzyskac HTTP/1.1"200"8020"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:58:45 +0100"GET /post/kto-po-wejsciu-w-zycie-ustawy-o-kas-bedzie-rozpatrywal-twoja-sprawe HTTP/1.1"200"9281"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:02:59:26 +0100"GET /post/egzekucje-skarzy-sie-wnoszac-zarzuty-na-podstawie-tytulu-wykonawczego HTTP/1.1"200"7533"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:03:00:06 +0100"GET /post/podatek-od-milosci-czyli-nie-uczcie-sie-prawa-podatkowego-z-komedii-romantycznych HTTP/1.1"200"8029"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:03:00:46 +0100"GET /post/mozliwosc-zwrotu-nienaleznie-pobranego-podatku-od-stypendiow-z-urzedu-pracy HTTP/1.1"200"6671"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:03:01:25 +0100"GET /post/czy-powolanie-sie-na-prostytucje-uchroni-przed-opodatkowaniem-dochodow-nieujawnionych HTTP/1.1"200"7546"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:03:02:05 +0100"GET /post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy HTTP/1.1"200"8178"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:03:02:46 +0100"GET /post/koszty-podatkowe-tworcow-podwyzszone-koszty-tylko-dla-wybranych-nowe-stanowisko-organow-podatkowych HTTP/1.1"200"6106"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:03:03:27 +0100"GET /post/co-zrobic-gdy-urzad-zajal-twoja-rzecz-lub-prawo-majatkowe-mimo-ze-nie-jestes-zobowiazanym HTTP/1.1"200"7411"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:03:04:06 +0100"GET /post/odpowiedzialnosc-zarzadu-kiedy-skarbowka-ma-prawo-uznac-ze-egzekucja-z-majatku-spolki-z-oo-jest-bezskuteczna HTTP/1.1"200"7619"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
163.172.33.86"-"08/Feb/2019:03:04:44 +0100"GET /post/problemy-podatkowe-branzy-it-do-jakiego-zrodla-przychodow-zakwalifikowac-przychod-ze-zbycia-autorskich-praw-majatkowych-do-programu-komputerowego HTTP/1.1"200"8830"-"Barkrowler/0.9 (+http://www.exensa.com/crawl)
40.77.167.164"-"08/Feb/2019:03:31:35 +0100"GET /post/mozna-odzyskac-nadplacony-podatek-od-nieruchomosci HTTP/1.1"200"6702"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
183.88.212.184"-"08/Feb/2019:04:10:13 +0100"GET //wp-login.php HTTP/1.1"404"5181"http://www.google.com.hk"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36
183.88.212.184"-"08/Feb/2019:04:11:12 +0100"GET //xmlrpc.php HTTP/1.1"404"5181"http://www.google.com.hk"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36
188.146.53.158"-"08/Feb/2019:04:24:14 +0100"GET /post/co-grozi-za-handel-podrobkami HTTP/1.1"200"9924"http://www.google.com/"Mozilla/5.0 (Linux; Android 6.0; LG-H440n Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36
89.234.68.91"-"08/Feb/2019:04:49:10 +0100"GET / HTTP/1.1"200"47047"http://www.walkazfiskusem.pl/post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.8) Gecko/20100721 Firefox/3.6.8
89.234.68.91"-"08/Feb/2019:04:49:17 +0100"GET /tags/sprzeda%25C5%25BC%2520podr%25C3%25B3bek HTTP/1.1"404"32992"http://www.walkazfiskusem.pl"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.8) Gecko/20100721 Firefox/3.6.8
89.234.68.91"-"08/Feb/2019:04:49:24 +0100"GET /post/jak-rozpoznac-dobre-odwolanie HTTP/1.1"200"39277"http://www.walkazfiskusem.pl"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.8) Gecko/20100721 Firefox/3.6.8
89.234.68.91"-"08/Feb/2019:04:49:38 +0100"GET /post/jak-przebiega-kontrola-celno-skarbowa HTTP/1.1"200"53156"http://www.walkazfiskusem.pl"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.8) Gecko/20100721 Firefox/3.6.8
89.234.68.91"-"08/Feb/2019:04:49:47 +0100"GET /tags/Doradca%2520podatkowy HTTP/1.1"404"32972"http://www.walkazfiskusem.pl"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.8) Gecko/20100721 Firefox/3.6.8
89.234.68.91"-"08/Feb/2019:04:49:51 +0100"GET /post/nowe-uprawnienia-skarbowki-wciaz-budza-obawy-przedsiebiorcow HTTP/1.1"200"34687"http://www.walkazfiskusem.pl"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.8) Gecko/20100721 Firefox/3.6.8
83.29.193.217"-"08/Feb/2019:04:54:39 +0100"GET /post/kiedy-czlonek-zarzadu-odpowie-za-zobowiazania-podatkowe-spolki-z-oo HTTP/1.1"200"7530"https://www.google.com/"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15
83.29.193.217"-"08/Feb/2019:04:56:00 +0100"GET /kontakt HTTP/1.1"200"5390"http://www.walkazfiskusem.pl/post/kiedy-czlonek-zarzadu-odpowie-za-zobowiazania-podatkowe-spolki-z-oo"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15
54.36.149.20"-"08/Feb/2019:04:57:28 +0100"GET /post/nie-mozna-przeprowadzac-dowodow-w-czynnosciach-sprawdzajacych HTTP/1.1"200"7128"-"Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)
54.36.148.146"-"08/Feb/2019:05:18:07 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)
193.169.252.84"-"08/Feb/2019:05:18:54 +0100"GET /tags/odpowiedzialno%c5%9b%c4%87%20cz%c5%82onka%20zarz%c4%85du%20za%20zobowi%c4%85zania%20podatkowe HTTP/1.1"200"38673"-"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2224.3 Safari/537.36
157.55.39.92"-"08/Feb/2019:05:21:57 +0100"GET /?page=6 HTTP/1.1"200"7591"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
157.55.39.171"-"08/Feb/2019:05:52:53 +0100"GET /post/podatek-od-milosci-czyli-nie-uczcie-sie-prawa-podatkowego-z-komedii-romantycznych HTTP/1.1"200"8029"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
185.96.120.25"-"08/Feb/2019:06:21:30 +0100"GET /post/co-grozi-za-handel-podrobkami HTTP/1.1"200"9926"https://www.google.pl/"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1
145.237.2.210"-"08/Feb/2019:07:14:31 +0100"GET /favicon.ico HTTP/1.1"404"5178"-"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
209.17.97.122"-"08/Feb/2019:07:18:53 +0100"GET / HTTP/1.1"200"47047"-"Mozilla/5.0 (compatible; Nimbostratus-Bot/v1.3.2; http://cloudsystemnetworks.com)
109.201.154.166"-"08/Feb/2019:07:27:59 +0100"HEAD / HTTP/1.1"200"0"https://uptime.com/www.walkazfiskusem.pl"Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot)
157.55.39.187"-"08/Feb/2019:07:55:13 +0100"GET /post/nowe-uprawnienia-skarbowki-wciaz-budza-obawy-przedsiebiorcow HTTP/1.1"200"5920"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
207.241.231.170"-"08/Feb/2019:08:20:33 +0100"GET /robots.txt HTTP/1.0"404"32907"-"Mozilla/5.0 (compatible; special_archiver/3.1.1 +http://www.archive.org/details/archive.org_bot)
185.48.57.173"-"08/Feb/2019:08:21:30 +0100"GET /post/czy-urzad-moze-zadac-dokumentow-poza-zakresem-kontroli HTTP/1.1"200"7138"-"Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
5.173.33.248"-"08/Feb/2019:08:28:57 +0100"GET /post/co-grozi-za-handel-podrobkami HTTP/1.1"200"9923"https://www.google.com/"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1
157.55.39.70"-"08/Feb/2019:08:30:31 +0100"GET /post/wezwanie-telefoniczne-jest-nieprawidlowe HTTP/1.1"200"7940"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
185.56.172.98"-"08/Feb/2019:08:44:39 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7643"https://www.google.pl/"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763
145.237.2.210"-"08/Feb/2019:09:02:48 +0100"GET /post/nie-mozna-przeprowadzac-dowodow-w-czynnosciach-sprawdzajacych HTTP/1.1"200"7130"http://www.google.pl/url?sa=t&rct=j&q=&esrc=s&source=web&cd=48&ved=2ahUKEwjRtdrr1avgAhXFjCwKHc4rDmY4KBAWMAd6BAgCEAE&url=http%3A%2F%2Fwww.walkazfiskusem.pl%2Fpost%2Fnie-mozna-przeprowadzac-dowodow-w-czynnosciach-sprawdzajacych&usg=AOvVaw3rnxC-PD-GehkqzMadf6nM"Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko
34.219.229.22"-"08/Feb/2019:09:04:23 +0100"GET /post/nie-mozna-przeprowadzac-dowodow-w-czynnosciach-sprawdzajacych HTTP/1.1"200"38345"-"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
157.55.39.70"-"08/Feb/2019:09:09:49 +0100"GET /post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy HTTP/1.1"200"8183"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
157.55.39.70"-"08/Feb/2019:09:12:53 +0100"GET /tags/przedawnienie%20hipoteki%20przymusowej HTTP/1.1"200"6074"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
83.8.206.119"-"08/Feb/2019:09:31:34 +0100"GET /post/ile-trwa-kontrola-podatkowa-przedsiebiorcy HTTP/1.1"200"8272"http://www.google.pl/url?sa=t&rct=j&q=&esrc=s&source=web&cd=7&ved=2ahUKEwiozZjD3KvgAhVBK1AKHZlcAjAQFjAGegQIAhAB&url=http%3A%2F%2Fwww.walkazfiskusem.pl%2Fpost%2File-trwa-kontrola-podatkowa-przedsiebiorcy&usg=AOvVaw1oX2raKgJ9uLpNjpRPh3W0"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
83.8.206.119"-"08/Feb/2019:09:31:56 +0100"GET /post/jak-przebiega-kontrola-celno-skarbowa HTTP/1.1"200"11280"http://www.walkazfiskusem.pl/post/ile-trwa-kontrola-podatkowa-przedsiebiorcy"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
83.8.206.119"-"08/Feb/2019:09:37:48 +0100"GET /o-nas HTTP/1.1"200"6791"http://www.walkazfiskusem.pl/post/ile-trwa-kontrola-podatkowa-przedsiebiorcy"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
207.46.13.94"-"08/Feb/2019:09:40:20 +0100"GET /?page=5 HTTP/1.1"200"8025"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
85.219.131.226"-"08/Feb/2019:09:40:58 +0100"GET /favicon.ico HTTP/1.1"404"5178"-"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:64.0) Gecko/20100101 Firefox/64.0
89.78.66.174"-"08/Feb/2019:11:09:44 +0100"GET /post/split-payment-czy-rachunek-vat-trzeba-zglosic-fiskusowi HTTP/1.1"200"7502"https://www.google.pl/"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0
37.47.52.18"-"08/Feb/2019:11:28:37 +0100"GET /post/wezwanie-telefoniczne-jest-nieprawidlowe HTTP/1.1"200"7938"https://www.google.com/"Mozilla/5.0 (Linux; Android 8.0.0; HTC Desire 12+) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36
198.199.100.240"-"08/Feb/2019:11:38:08 +0100"GET /oihfoe09fposf.php HTTP/1.1"404"32958"walkazfiskusem.pl"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
217.98.79.15"-"08/Feb/2019:11:41:55 +0100"GET /post/split-payment-jak-odzyskac-srodki-z-rachunku-vat HTTP/1.1"200"7230"https://www.google.com/"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36
145.237.2.210"-"08/Feb/2019:11:44:37 +0100"GET /post/powolanie-sie-na-pozyczke-po-wszczeciu-postepowania HTTP/1.1"200"7117"http://www.google.pl/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=2ahUKEwjS_fuk-qvgAhVD46QKHSs1Dv8QFjAAegQIARAB&url=http%3A%2F%2Fwww.walkazfiskusem.pl%2Fpost%2Fpowolanie-sie-na-pozyczke-po-wszczeciu-postepowania&usg=AOvVaw18rV-T-ehkrgEvRLGH48Qm"Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko
66.249.81.45"-"08/Feb/2019:11:45:08 +0100"GET /post/kiedy-powstaja-dochody-nieujawnione HTTP/1.1"200"7348"https://www.google.com/"Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36
34.235.135.20"-"08/Feb/2019:11:46:06 +0100"GET /post/powolanie-sie-na-pozyczke-po-wszczeciu-postepowania HTTP/1.1"200"38441"-"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
66.249.81.47"-"08/Feb/2019:11:49:40 +0100"GET /post/kiedy-powstaja-dochody-nieujawnione HTTP/1.1"200"7345"http://www.walkazfiskusem.pl/post/kiedy-powstaja-dochody-nieujawnione"Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36
66.249.81.49"-"08/Feb/2019:11:50:15 +0100"GET /post/zakonczenie-dzialalnosci-bloga HTTP/1.1"200"5915"http://www.walkazfiskusem.pl/post/kiedy-powstaja-dochody-nieujawnione"Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36
